Name,Age,Gender,Date of Birth,Location,Current Savings,Debt Amount,Job Type,Education Level,Number of Logins,Satisfaction Rating,Product Usage,Social Media Usage,ISA at 18
Victoria Perry,17,Male,13/03/2007,Swindon,878,775,Student,Other Qualifications,35,2,Rare,Frequent,All withdrawn
Christopher Henry,17,Male,16/12/2006,Bournemouth,637,976,Student,A-Levels,35,3,Rare,Frequent,All withdrawn
Connie Newman,17,Male,18/06/2006,Poole,330,560,Student,Apprenticeships,44,1,Occasional,Frequent,All withdrawn
Stephen Mccann,17,Male,28/02/2007,Brighton and Hove,777,2324,Student,Apprenticeships,42,2,Occasional,Frequent,All withdrawn
Kimberly Carroll,16,Male,17/05/2006,Worthing,338,2342,Student,BTECs,28,2,Occasional,Frequent,All withdrawn
James Lopez,16,Male,25/09/2006,Chichester,422,3668,Student,Apprenticeships,34,1,Occasional,Occasional,All withdrawn
Martin Boyle,17,Male,24/01/2007,Guildford,211,857,Student,A-Levels,39,1,Occasional,Frequent,All withdrawn
Wendy Stewart,16,Male,23/02/2007,Woking,300,2318,Student,BTECs,32,1,Occasional,Frequent,All withdrawn
Jennifer Miranda,17,Female,03/03/2007,Weybridge,641,2527,Student,BTECs,33,3,Rare,Frequent,All withdrawn
Patrick Castro,16,Female,13/08/2005,Godalming,681,2237,Student,BTECs,38,1,Occasional,Frequent,All withdrawn
Ralph Gonzalez,16,Male,15/03/2007,Farnham,828,1289,Student,Other Qualifications,43,2,Occasional,Frequent,All withdrawn
Daniel Bailey,16,Male,26/08/2005,Farnborough,270,2758,Student,BTECs,44,3,Rare,Frequent,All withdrawn
John Caldwell,16,Female,08/11/2006,Camberley,343,3643,Student,BTECs,36,1,Rare,Frequent,All withdrawn
Mr. Michael Myers,17,Female,24/09/2006,Basingstoke,661,612,Student,Apprenticeships,21,1,Occasional,Frequent,All withdrawn
Bryan Schroeder,17,Female,14/02/2006,Winchester,862,4995,Student,A-Levels,50,1,Rare,Frequent,All withdrawn
Matthew Chavez,17,Female,11/03/2006,Petersfield,396,1594,Student,Apprenticeships,28,2,Rare,Frequent,All withdrawn
Emily Henry,16,Male,16/03/2007,Bognor Regis,805,2591,Student,Other Qualifications,50,2,Occasional,Frequent,All withdrawn
Jessica Johnson,16,Female,13/09/2005,Southampton,166,4038,Student,BTECs,23,2,Rare,Frequent,All withdrawn
William Hunter,17,Female,18/01/2006,Portsmouth,825,1352,Student,Apprenticeships,30,1,Occasional,Frequent,All withdrawn
Jesse Miller,16,Female,18/04/2005,Gosport,86,1398,Student,BTECs,30,3,Rare,Frequent,All withdrawn
Jennifer Klein,16,Female,08/02/2006,Chichester,82,1090,Student,BTECs,39,2,Rare,Frequent,All withdrawn
Zachary Ingram,17,Male,02/05/2006,Worthing,604,2941,Student,Other Qualifications,24,3,Frequent,Frequent,All withdrawn
Sarah Wallace,17,Female,20/05/2005,Brighton,82,4003,Student,BTECs,44,1,Occasional,Frequent,All withdrawn
Diane Thomas,17,Male,01/06/2006,Eastbourne,845,3758,Student,BTECs,30,1,Frequent,Frequent,All withdrawn
Craig Parks,17,Male,29/06/2006,Hastings,572,4671,Student,A-Levels,47,2,Rare,Frequent,All withdrawn
Bradley Jacobs,17,Female,17/01/2006,Ashford,694,4220,Student,Other Qualifications,21,2,Rare,Frequent,All withdrawn
Joe Rios,16,Female,25/07/2006,,680,3376,Student,GCSEs,42,3,Frequent,Frequent,All withdrawn
Steven Green,17,Female,04/08/2005,,926,1623,Student,BTECs,48,2,Occasional,Frequent,All withdrawn
Amanda Mcdowell,17,Female,15/02/2007,,28,643,Student,A-Levels,42,3,Frequent,Frequent,All withdrawn
Rebecca Marshall,16,Female,31/10/2006,,717,2801,Student,Other Qualifications,33,3,Rare,Frequent,All withdrawn
Karen Oliver,17,Male,27/06/2006,,95,1606,Student,Apprenticeships,35,1,Occasional,Occasional,All withdrawn
Deborah Webster,17,Female,04/12/2005,,799,2935,Student,Apprenticeships,45,1,Rare,Frequent,All withdrawn
Rebecca Hickman,17,Male,23/10/2005,,87,794,Student,Apprenticeships,40,2,Rare,Frequent,All withdrawn
David Carpenter,16,Male,14/07/2005,,547,2988,Student,GCSEs,26,3,Frequent,Frequent,All withdrawn
Olivia Holloway,17,Female,17/09/2006,,60,2821,Student,BTECs,45,2,Occasional,Occasional,All withdrawn
Rachel Lee,17,Female,13/02/2006,,16,4970,Student,A-Levels,34,3,Frequent,Frequent,All withdrawn
Lauren Chang,17,Female,28/11/2005,,829,3800,Student,Other Qualifications,43,1,Frequent,Frequent,All withdrawn
Stephanie Fisher,17,Female,23/11/2005,,391,4995,Student,A-Levels,30,1,Occasional,Frequent,All withdrawn
Kellie Frye,17,Female,02/08/2005,,949,4088,Student,Apprenticeships,44,1,Frequent,Frequent,All withdrawn
Lisa Grant,16,Female,14/09/2006,,536,3575,Student,BTECs,50,2,Frequent,Frequent,All withdrawn
Martha Walter,16,Male,24/11/2005,,70,3439,Student,BTECs,48,3,Occasional,Frequent,All withdrawn
Sandra Thomas,17,Female,02/03/2006,,773,4544,Student,A-Levels,29,3,Occasional,Frequent,All withdrawn
Sandra Harrison,17,Female,09/07/2005,,475,3534,Student,A-Levels,50,2,Rare,Frequent,All withdrawn
Nicholas Wilkins,16,Male,23/03/2007,,806,2678,Student,BTECs,33,1,Occasional,Frequent,All withdrawn
Cynthia Wilson,16,Female,10/02/2006,,197,3702,Student,Apprenticeships,37,1,Rare,Frequent,All withdrawn
Christopher Velez,16,Female,24/06/2006,,68,3595,Student,GCSEs,46,2,Frequent,Frequent,All withdrawn
Ann Franklin,17,Female,12/10/2005,,487,4912,Student,A-Levels,38,3,Rare,Frequent,All withdrawn
Peter Ramirez,17,Male,01/04/2007,,764,1197,Student,A-Levels,47,2,Frequent,Frequent,All withdrawn
Tony Villanueva,16,Male,18/03/2007,,786,1029,Student,Apprenticeships,37,2,Occasional,Frequent,All withdrawn
Albert Jones,16,Female,11/01/2007,,289,985,Student,Other Qualifications,40,3,Frequent,Frequent,All withdrawn
Cynthia Alexander,16,Male,10/06/2005,,425,4223,Student,BTECs,45,1,Rare,Frequent,All withdrawn
Jeffrey Alvarez,17,Male,26/04/2006,,792,1405,Student,A-Levels,41,2,Occasional,Frequent,All withdrawn
Deborah Hunter,16,Male,10/11/2006,,931,2930,Student,GCSEs,47,2,Occasional,Frequent,All withdrawn
Jennifer Richardson,17,Male,24/05/2006,,935,1625,Student,A-Levels,42,1,Frequent,Frequent,All withdrawn
Brandon Gordon,17,Female,23/06/2006,,720,3651,Student,A-Levels,47,2,Occasional,Occasional,All withdrawn
Stephen Garcia,16,Male,11/04/2007,,500,3685,Student,Apprenticeships,22,1,Occasional,Frequent,All withdrawn
Bonnie Stone,16,Female,31/12/2005,,777,789,Student,Apprenticeships,36,1,Occasional,Frequent,All withdrawn
Kimberly Kelly,16,Male,08/06/2006,,702,2350,Student,GCSEs,39,1,Occasional,Frequent,All withdrawn
Jonathan Bowman,17,Male,27/04/2006,,394,900,Student,Other Qualifications,26,2,Occasional,Frequent,All withdrawn
Matthew Young,16,Female,31/12/2006,,694,4236,Student,BTECs,21,1,Rare,Frequent,All withdrawn
Jose Zavala,17,Male,21/06/2006,,34,4850,Student,BTECs,40,2,Rare,Frequent,All withdrawn
Jonathan Torres,16,Male,08/02/2006,,585,2154,Student,Other Qualifications,48,1,Rare,Frequent,All withdrawn
Travis Nolan MD,17,Male,18/05/2006,,163,4974,Student,Other Qualifications,37,1,Rare,Occasional,All withdrawn
Tony Powers,16,Female,24/12/2006,,320,4419,Student,Apprenticeships,44,3,Rare,Frequent,All withdrawn
John Parker,16,Female,03/02/2007,,919,2454,Student,GCSEs,45,1,Occasional,Frequent,All withdrawn
Veronica Galloway,16,Female,23/04/2005,,757,4296,Student,Other Qualifications,49,1,Frequent,Frequent,All withdrawn
Stephanie West,17,Male,24/09/2006,,762,4644,Student,A-Levels,26,2,Rare,Frequent,All withdrawn
Bryan Martinez,16,Male,26/02/2007,,552,513,Student,Apprenticeships,45,3,Rare,Frequent,All withdrawn
Jeanne White,16,Male,07/11/2006,,706,544,Student,Apprenticeships,26,1,Frequent,Frequent,All withdrawn
Virginia James,17,Female,18/04/2006,,627,3770,Student,Other Qualifications,32,2,Occasional,Frequent,All withdrawn
Leslie Young,16,Male,16/11/2006,,614,4878,Student,GCSEs,44,2,Occasional,Occasional,All withdrawn
Lisa Quinn,16,Female,20/04/2005,,554,4767,Student,BTECs,35,1,Rare,Frequent,All withdrawn
Martin Brown,16,Male,10/08/2005,,624,2162,Student,GCSEs,34,2,Rare,Frequent,All withdrawn
Bobby Merritt,17,Male,19/09/2006,,88,4852,Student,Apprenticeships,21,1,Rare,Frequent,All withdrawn
Carolyn Wright,17,Female,18/08/2006,,484,886,Student,BTECs,42,3,Rare,Frequent,All withdrawn
Julie Aguilar,16,Male,30/08/2005,,114,4444,Student,Apprenticeships,33,2,Rare,Frequent,All withdrawn
Levi Hall,16,Male,30/12/2006,,635,2803,Student,GCSEs,31,1,Occasional,Frequent,All withdrawn
James Rodriguez,17,Male,14/10/2006,,474,2448,Student,A-Levels,42,1,Rare,Frequent,All withdrawn
Russell Harris,17,Female,27/05/2005,,647,2198,Student,Other Qualifications,24,2,Occasional,Frequent,All withdrawn
Jeffrey Lopez,16,Male,19/05/2006,,73,1856,Student,Other Qualifications,45,1,Rare,Frequent,All withdrawn
Phillip Ruiz,16,Male,23/01/2006,,541,4200,Student,GCSEs,29,3,Rare,Frequent,All withdrawn
Edward Miller,16,Female,02/12/2006,,611,2698,Student,Apprenticeships,47,3,Occasional,Frequent,All withdrawn
Maureen Bauer,16,Male,13/08/2005,,299,2393,Student,Apprenticeships,43,1,Occasional,Frequent,All withdrawn
Alan Ryan,17,Male,01/07/2005,,906,2509,Student,A-Levels,28,3,Occasional,Frequent,All withdrawn
Tyler Wright,16,Male,07/04/2006,,178,3358,Student,Apprenticeships,24,3,Rare,Frequent,All withdrawn
Brenda Castaneda,16,Female,19/08/2006,,196,3231,Student,Apprenticeships,43,1,Rare,Occasional,All withdrawn
Katie Benson,17,Female,14/06/2006,,880,1925,Student,BTECs,29,1,Occasional,Frequent,All withdrawn
Lucas Cortez,16,Male,20/06/2005,,632,1241,Student,BTECs,37,3,Frequent,Frequent,All withdrawn
Brian Alvarez,17,Male,24/11/2005,,373,4785,Student,Other Qualifications,48,2,Rare,Frequent,All withdrawn
Melissa Robinson,17,Male,21/02/2007,,231,3532,Student,A-Levels,29,1,Occasional,Frequent,All withdrawn
Austin Watson,16,Female,15/10/2005,,695,3803,Student,BTECs,47,3,Frequent,Frequent,All withdrawn
Mario Li,16,Male,01/03/2006,,7,3979,Student,BTECs,28,2,Frequent,Frequent,All withdrawn
Leslie Hernandez,17,Male,30/07/2005,,846,4505,Student,BTECs,24,1,Frequent,Frequent,All withdrawn
Mr. Wesley Smith,16,Female,20/09/2006,,925,2895,Student,GCSEs,42,3,Rare,Frequent,All withdrawn
Cassandra Haley,16,Male,27/03/2006,,348,1719,Student,BTECs,30,2,Rare,Frequent,All withdrawn
Douglas Campbell,16,Female,22/05/2005,,718,3275,Student,BTECs,47,2,Rare,Frequent,All withdrawn
Christine Colon,16,Female,21/01/2006,,409,3437,Student,Other Qualifications,31,3,Occasional,Frequent,All withdrawn
Joy Church,16,Female,12/05/2006,,891,3171,Student,Other Qualifications,23,2,Rare,Frequent,All withdrawn
David Morris,16,Male,16/08/2006,,943,3849,Student,Apprenticeships,28,2,Occasional,Frequent,All withdrawn
Miguel Garcia,16,Female,25/11/2005,,783,1570,Student,BTECs,49,3,Frequent,Frequent,All withdrawn
Annette Kline,17,Male,29/11/2005,,305,1538,Student,A-Levels,28,1,Occasional,Frequent,All withdrawn
Alan Frederick,17,Male,31/10/2005,,783,1358,Student,BTECs,30,1,Rare,Frequent,All withdrawn
Laura Graves,16,Female,27/08/2006,,563,2896,Student,Other Qualifications,20,1,Rare,Frequent,All withdrawn
Veronica Gardner PhD,16,Female,15/01/2006,,462,3404,Student,Other Qualifications,30,2,Rare,Frequent,All withdrawn
Scott Mitchell DVM,16,Female,23/12/2006,,811,2373,Student,GCSEs,38,3,Occasional,Frequent,All withdrawn
Jessica Olson,17,Male,22/09/2006,,271,1515,Student,BTECs,36,3,Occasional,Frequent,All withdrawn
Robert Miller,17,Male,19/08/2006,,930,2996,Student,BTECs,29,1,Occasional,Frequent,All withdrawn
Leah Prince,16,Female,25/05/2006,,25,4783,Student,Apprenticeships,24,2,Frequent,Frequent,All withdrawn
Hannah Miller,17,Female,17/09/2006,,967,2609,Student,BTECs,37,1,Occasional,Frequent,All withdrawn
Gary Byrd,17,Male,18/09/2005,,535,3464,Student,BTECs,25,1,Rare,Frequent,All withdrawn
Cathy Ruiz,17,Female,11/11/2005,,258,579,Student,Other Qualifications,28,3,Rare,Frequent,All withdrawn
Veronica Santos,17,Male,26/09/2005,,322,4679,Student,Apprenticeships,21,3,Frequent,Frequent,All withdrawn
Jessica Martin,17,Male,18/01/2007,,52,4569,Student,BTECs,24,1,Occasional,Frequent,All withdrawn
Brett Thompson,17,Male,31/10/2005,,120,4659,Student,BTECs,33,3,Rare,Frequent,All withdrawn
Jonathon Reilly,16,Female,31/08/2006,,503,522,Student,Other Qualifications,47,2,Rare,Frequent,All withdrawn
Tonya Stephenson,16,Female,28/09/2005,,535,1343,Student,Apprenticeships,31,2,Occasional,Frequent,All withdrawn
Anna Burns,16,Male,06/02/2006,,138,3338,Student,BTECs,36,3,Rare,Frequent,All withdrawn
Gary Brooks,16,Female,25/03/2006,,297,1113,Student,Other Qualifications,47,3,Rare,Frequent,All withdrawn
Emily Rodriguez,16,Male,31/07/2005,,31,2492,Student,Apprenticeships,29,1,Rare,Frequent,All withdrawn
Mason Rodriguez,16,Male,28/07/2006,,742,4119,Student,Apprenticeships,45,2,Frequent,Frequent,All withdrawn
Kevin Gentry,17,Female,12/10/2005,,86,2178,Student,Other Qualifications,35,1,Occasional,Frequent,All withdrawn
Marissa Cox,17,Female,26/06/2005,,398,4590,Student,Other Qualifications,31,2,Rare,Frequent,All withdrawn
Jeffery Reed,17,Female,02/05/2006,,981,1048,Student,Other Qualifications,36,3,Rare,Frequent,All withdrawn
Brandon Reid,16,Male,15/12/2005,,845,4047,Student,Apprenticeships,26,1,Rare,Frequent,All withdrawn
James Jones,16,Male,20/09/2006,,457,2292,Student,Other Qualifications,44,3,Occasional,Frequent,All withdrawn
Cindy Erickson,17,Female,10/07/2005,,413,3612,Student,BTECs,25,1,Occasional,Frequent,All withdrawn
James Davis,17,Male,20/04/2005,,300,1040,Student,Other Qualifications,41,1,Rare,Frequent,All withdrawn
Eduardo Foley,16,Male,09/12/2005,,790,4054,Student,Apprenticeships,49,2,Occasional,Occasional,All withdrawn
Noah Schmidt,17,Female,06/03/2006,,468,804,Student,A-Levels,41,3,Occasional,Frequent,All withdrawn
James Baldwin,17,Male,24/08/2005,,589,3223,Student,BTECs,31,1,Occasional,Frequent,All withdrawn
Bryan Maddox,17,Female,02/12/2005,,630,1453,Student,A-Levels,28,3,Rare,Frequent,All withdrawn
Lance Sharp,16,Male,20/02/2007,,766,3081,Student,GCSEs,21,2,Rare,Frequent,All withdrawn
Joseph Williams,16,Female,24/12/2006,,639,4627,Student,BTECs,27,3,Occasional,Frequent,All withdrawn
Susan Marshall,16,Female,21/10/2006,,79,4719,Student,Apprenticeships,25,2,Occasional,Frequent,All withdrawn
Thomas Parker,17,Female,27/06/2006,,307,2625,Student,BTECs,27,1,Rare,Frequent,All withdrawn
Terry Johnston,16,Male,05/12/2006,,823,4775,Student,Other Qualifications,32,2,Rare,Frequent,All withdrawn
Jose Whitaker,16,Female,23/05/2005,,125,2770,Student,GCSEs,24,3,Occasional,Occasional,All withdrawn
Michael Young,16,Female,09/10/2006,,242,2507,Student,BTECs,37,1,Frequent,Frequent,All withdrawn
Wesley Nelson,17,Female,12/03/2007,,634,3691,Student,Other Qualifications,44,1,Rare,Frequent,All withdrawn
Veronica Daniels,16,Male,06/07/2006,,113,4419,Student,Other Qualifications,46,3,Occasional,Occasional,All withdrawn
Bryan Pittman,16,Female,03/02/2007,,87,4104,Student,Other Qualifications,30,1,Rare,Frequent,All withdrawn
Natalie Ortiz,16,Female,20/04/2005,,87,1715,Student,Apprenticeships,24,1,Rare,Frequent,All withdrawn
Jeffrey Hill,17,Female,16/06/2006,,298,2661,Student,A-Levels,31,1,Frequent,Frequent,All withdrawn
Lori Ashley,17,Female,30/12/2006,,624,3936,Student,A-Levels,45,3,Occasional,Frequent,All withdrawn
Charles Dixon,16,Male,22/04/2006,,604,1313,Student,GCSEs,43,1,Rare,Frequent,All withdrawn
Joanna Stanley,16,Female,09/01/2006,,589,2671,Student,GCSEs,29,1,Occasional,Frequent,All withdrawn
Rebecca Wilson,16,Female,27/07/2006,,1000,4195,Student,BTECs,38,2,Occasional,Frequent,All withdrawn
Paul Ward,17,Male,08/11/2005,,966,4601,Student,Other Qualifications,22,1,Rare,Frequent,All withdrawn
Karen Ray,16,Female,06/06/2006,,811,864,Student,BTECs,38,3,Rare,Frequent,All withdrawn
Stephanie Richardson,17,Female,28/01/2007,,246,4641,Student,Apprenticeships,31,1,Rare,Frequent,All withdrawn
David Hudson,17,Male,22/05/2006,,222,3230,Student,Apprenticeships,35,3,Occasional,Frequent,All withdrawn
Amy Holland,17,Male,22/04/2005,,956,3314,Student,Other Qualifications,46,2,Occasional,Frequent,All withdrawn
Lisa Walton,16,Female,25/07/2006,,698,1524,Student,Apprenticeships,26,2,Occasional,Frequent,All withdrawn
Angela Griffith,17,Female,12/06/2005,,161,2985,Student,Other Qualifications,26,1,Occasional,Frequent,All withdrawn
Heather Holden,16,Male,31/03/2007,,180,3539,Student,Other Qualifications,26,2,Rare,Frequent,All withdrawn
Sandra Johnson,17,Male,15/05/2006,,931,1874,Student,A-Levels,46,1,Occasional,Frequent,All withdrawn
Angela Sherman,16,Male,02/02/2007,,494,2760,Student,GCSEs,48,3,Rare,Frequent,All withdrawn
Miguel Ramirez,16,Male,14/04/2005,,38,3130,Student,Apprenticeships,37,2,Occasional,Frequent,All withdrawn
Joshua Scott,17,Male,22/01/2007,,752,3448,Student,Other Qualifications,23,1,Occasional,Frequent,All withdrawn
Sean Williams,17,Female,18/09/2005,,551,4403,Student,BTECs,50,3,Rare,Frequent,All withdrawn
Lisa Dean,16,Male,04/01/2007,,577,1029,Student,BTECs,42,1,Rare,Frequent,All withdrawn
Kimberly Wilson,16,Female,11/10/2006,,595,4750,Student,Apprenticeships,38,1,Rare,Occasional,All withdrawn
Joseph Phillips,16,Female,22/05/2006,,396,2769,Student,Other Qualifications,24,1,Rare,Frequent,All withdrawn
Steven Mahoney,16,Female,31/08/2006,,744,2849,Student,Apprenticeships,33,3,Occasional,Occasional,All withdrawn
Sarah Wheeler,16,Male,20/09/2005,,71,1445,Student,Other Qualifications,30,3,Occasional,Frequent,All withdrawn
Melissa Simmons,16,Male,03/04/2006,,133,817,Student,Apprenticeships,30,2,Rare,Frequent,All withdrawn
Lisa Snyder,16,Female,12/01/2006,,956,2187,Student,GCSEs,46,2,Rare,Frequent,All withdrawn
William Stuart,16,Female,20/06/2006,,323,3956,Student,GCSEs,24,2,Occasional,Frequent,All withdrawn
Kathy Avila,17,Female,18/10/2005,,365,3634,Student,BTECs,41,1,Occasional,Frequent,All withdrawn
Ryan Adams,16,Female,14/09/2005,,731,2348,Student,Apprenticeships,22,1,Rare,Frequent,All withdrawn
Michelle Lee,16,Male,02/03/2006,,487,3190,Student,GCSEs,27,3,Rare,Frequent,All withdrawn
Michael Alvarez,16,Male,13/01/2007,,320,1490,Student,Apprenticeships,45,3,Rare,Frequent,All withdrawn
Keith Stephens,16,Female,04/09/2006,,19,1827,Student,Other Qualifications,39,1,Rare,Frequent,All withdrawn
Allison Brown,16,Male,16/03/2007,,602,536,Student,BTECs,43,2,Rare,Frequent,All withdrawn
Christine West,16,Female,19/11/2006,,937,3160,Student,GCSEs,39,1,Occasional,Frequent,All withdrawn
Sarah Turner,16,Female,18/08/2005,,202,519,Student,Apprenticeships,27,1,Rare,Frequent,All withdrawn
Melanie Wallace,16,Female,06/02/2007,,800,664,Student,Other Qualifications,44,1,Frequent,Frequent,All withdrawn
Clayton Gibson,17,Female,14/10/2005,,242,3938,Student,A-Levels,24,3,Rare,Frequent,All withdrawn
Gerald Cantu,16,Female,30/11/2006,,484,4869,Student,BTECs,38,3,Rare,Frequent,All withdrawn
Patricia Johnson,17,Female,23/04/2006,,442,2075,Student,Other Qualifications,37,1,Rare,Frequent,All withdrawn
Mrs. Tina Delgado,16,Female,05/02/2006,,281,3524,Student,BTECs,44,2,Rare,Occasional,All withdrawn
Jenna Walker,16,Female,28/09/2005,,681,4601,Student,GCSEs,40,2,Occasional,Frequent,All withdrawn
Mrs. Laura Lester,17,Male,27/06/2005,,733,4885,Student,Apprenticeships,48,2,Rare,Frequent,All withdrawn
Amanda Wagner,16,Male,14/02/2007,,470,927,Student,BTECs,44,2,Occasional,Occasional,All withdrawn
Melanie Holmes,16,Male,24/08/2005,,263,1120,Student,BTECs,36,3,Rare,Frequent,All withdrawn
Alicia Brown,17,Male,06/04/2006,,79,3366,Student,Other Qualifications,38,2,Occasional,Occasional,All withdrawn
Michele Brown,17,Female,01/04/2006,,139,1313,Student,A-Levels,44,3,Occasional,Frequent,All withdrawn
Sherry Flores,16,Female,14/01/2007,,746,4654,Student,GCSEs,28,3,Rare,Frequent,All withdrawn
Mark Fischer,17,Male,14/05/2006,,50,4439,Student,Apprenticeships,23,1,Rare,Frequent,All withdrawn
Bradley Guerrero,16,Male,06/01/2007,,302,4098,Student,Other Qualifications,40,3,Rare,Frequent,All withdrawn
Ryan Smith,17,Male,15/08/2005,,329,2361,Student,Other Qualifications,48,2,Occasional,Frequent,All withdrawn
Laura Olson,16,Male,12/07/2006,,833,2205,Student,GCSEs,23,1,Rare,Frequent,All withdrawn
Kayla Poole,17,Female,27/08/2006,,633,1586,Student,BTECs,33,3,Rare,Frequent,All withdrawn
Philip Carpenter,17,Male,24/11/2006,,883,3302,Student,A-Levels,36,2,Frequent,Occasional,All withdrawn
Brian Smith,17,Male,27/10/2005,,459,2062,Student,Apprenticeships,23,1,Occasional,Frequent,All withdrawn
Teresa Perez,17,Male,29/11/2006,,990,1216,Student,Apprenticeships,33,2,Occasional,Frequent,All withdrawn
